"name","asset","asset_tag","assigned","assigned_to","assignment_group","checked_in","checked_out","company","cost","location"
"S06W00050339E9CDF9 - UCS-MR-1X162RU-A - L0117982L - CI000001394590","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RS00050239E6D6B0 - UCS-MR-1X162RU-A - L0117982L - CI000001394408","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S05Y00050339E89FC3 - UCS-MR-1X162RU-A - L0117982L - CI000001394401","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S06W00050339E9C7F1 - UCS-MR-1X162RU-A - L0117982L - CI000001394612","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S05Y00050339E89FBE - UCS-MR-1X162RU-A - L0117982L - CI000001394400","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RS00050239E6EFFE - UCS-MR-1X162RU-A - L0117982L - CI000001394434","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"LSV183802XX - UCSC-MRAID12G - L0117982L - CI000001394599","Cisco UCSC-MRAID12G","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6E0CB - UCS-MR-1X162RU-A - L0117982L - CI000001394326","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"N3KUK9-602U2.3 - L0117982L - CI000001394626","Cisco N3KUK9-602U2.3","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"N3064T-32T-LIC - L0117982L - CI000001394625","Cisco N3064T-32T-LIC","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RS00050239E6E61E - UCS-MR-1X162RU-A - L0117982L - CI000001394428","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FCH1849V1J3 - UCSC-C220-M4S - L0117982L - CI000001394597","Cisco UCSC-C220-M4S","","","","","","","Deloitte Ltd","233.35","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S05Y00050339E89B8F - UCS-MR-1X162RU-A - L0117982L - CI000001394395","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FCH19017A6Z - UCS-IOM-2204XP - L0117982L - CI000001394393","Cisco UCS-IOM-2204XP","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RS00050239E6D651 - UCS-MR-1X162RU-A - L0117982L - CI000001394505","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FOX1851PCL9 - N6K-C6001-FAN-F - L0117982L - CI000001394702","Cisco N6K-C6001-FAN-F","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S05Y00050339E89CF1 - UCS-MR-1X162RU-A - L0117982L - CI000001394440","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S05Y00050339E89F21 - UCS-MR-1X162RU-A - L0117982L - CI000001394397","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"TED1815B26S - SFP-H10GB-CU3M - L0117982L - CI000001394707","Cisco SFP-H10GB-CU3M","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RS00050239E6E654 - UCS-MR-1X162RU-A - L0117982L - CI000001394432","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"DTM1851058G - UCSB-PSU-2500ACDV - L0117982L - CI000001394368","Cisco UCSB-PSU-2500ACDV","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S04900050339E9262E - UCS-MR-1X162RU-A - L0117982L - CI000001394331","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S05Y00050339E89D2F - UCS-MR-1X162RU-A - L0117982L - CI000001394447","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RS00050239E6E594 - UCS-MR-1X162RU-A - L0117982L - CI000001394426","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"UCS-LIC-10GE - L0117982L - CI000001394529","Cisco UCS-LIC-10GE","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"N10-MGT012 - L0117982L - CI000001394530","Cisco N10-MGT012","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"AVD1850BK0A - DS-SFP-FC8G-SW - L0117982L - CI000001394011","Cisco DS-SFP-FC8G-SW","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FOX1848P90P - N3K-C3064-FAN - L0117982L - CI000001394736","Cisco N3K-C3064-FAN","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"SSI1847070R - UCS-FI-6248UP-UPG - L0117982L - CI000001394507","Cisco UCS-FI-6248UP-UPG","","","","","","","Deloitte Ltd","423.03","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"MOC1852A0G0 - SFP-H10GB-CU3M - L0117982L - CI000001394024","Cisco SFP-H10GB-CU3M","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6DB48 - UCS-MR-1X162RU-A - L0117982L - CI000001394348","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S06W00050339E9CDFA - UCS-MR-1X162RU-A - L0117982L - CI000001394591","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S05Y00050339E89FCE - UCS-MR-1X162RU-A - L0117982L - CI000001394450","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S06W00050339E9A123 - UCS-MR-1X162RU-A - L0117982L - CI000001394609","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S05Y00050339E8A0C2 - UCS-MR-1X162RU-A - L0117982L - CI000001394452","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6E03B - UCS-MR-1X162RU-A - L0117982L - CI000001394323","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"JUR184111Q5 - SFP-10G-SR - L0117982L - CI000001394508","Cisco SFP-10G-SR","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6DF4E - UCS-MR-1X162RU-A - L0117982L - CI000001394460","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FCH190179X6 - UCS-IOM-2204XP - L0117982L - CI000001394504","Cisco UCS-IOM-2204XP","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"N3KUK9-602U2.3 - L0117982L - CI000001394734","Cisco N3KUK9-602U2.3","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FOX1850XK6A - N20-FAN5 - L0117982L - CI000001394378","Cisco N20-FAN5","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"2W440065A0449 - UCS-CPU-E52660D - L0117982L - CI000001394391","Cisco UCS-CPU-E52660D","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"AVD1850BJZB - DS-SFP-FC8G-SW - L0117982L - CI000001394007","Cisco DS-SFP-FC8G-SW","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"MOC1852A0CK - SFP-H10GB-CU3M - L0117982L - CI000001394635","Cisco SFP-H10GB-CU3M","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RS00050239E6D6A0 - UCS-MR-1X162RU-A - L0117982L - CI000001394506","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FOX1851G1KS - UCS-FAN-6248UP - L0117982L - CI000001394524","Cisco UCS-FAN-6248UP","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FOX1851GQCY - UCS-FAN-6248UP - L0117982L - CI000001394525","Cisco UCS-FAN-6248UP","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"MOC1852A0CD - SFP-H10GB-CU3M - L0117982L - CI000001394021","Cisco SFP-H10GB-CU3M","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FOC1904R0DU - N5K-C5672UP - L0117982L - CI000001394629","Cisco N5K-C5672UP","","","","","","","Deloitte Ltd","898.52","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"ART1846116S - UCS-PSU-6248UP-AC - L0117982L - CI000001394032","Cisco UCS-PSU-6248UP-AC","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RS00050239E6D76E - UCS-MR-1X162RU-A - L0117982L - CI000001394414","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FOX1851GQCZ - UCS-FAN-6248UP - L0117982L - CI000001394029","Cisco UCS-FAN-6248UP","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"MOC174006RD - SFP-H10GB-CU1M - L0117982L - CI000001394705","Cisco SFP-H10GB-CU1M","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S04900050339E92772 - UCS-MR-1X162RU-A - L0117982L - CI000001394340","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6DB9B - UCS-MR-1X162RU-A - L0117982L - CI000001394456","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S05Y00050339E89F49 - UCS-MR-1X162RU-A - L0117982L - CI000001394448","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6DBBC - UCS-MR-1X162RU-A - L0117982L - CI000001394313","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"AVD1850BD12 - DS-SFP-FC8G-SW - L0117982L - CI000001394533","Cisco DS-SFP-FC8G-SW","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FOX1849XG43 - N20-FAN5 - L0117982L - CI000001394494","Cisco N20-FAN5","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FOX1847PDGQ - N6K-C6001-FAN-F - L0117982L - CI000001394630","Cisco N6K-C6001-FAN-F","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FOX1850GCHF - N01-UAC1 - L0117982L - CI000001394376","Cisco N01-UAC1","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"AVD1850BD0G - DS-SFP-FC8G-SW - L0117982L - CI000001394531","Cisco DS-SFP-FC8G-SW","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"2L440038A0872 - UCS-CPU-E52660D - L0117982L - CI000001394607","Cisco UCS-CPU-E52660D","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FOX1850XK8C - N20-FAN5 - L0117982L - CI000001394384","Cisco N20-FAN5","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FOX1850XK8A - N20-FAN5 - L0117982L - CI000001394383","Cisco N20-FAN5","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"AVD1850BK0D - DS-SFP-FC8G-SW - L0117982L - CI000001394539","Cisco DS-SFP-FC8G-SW","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"N56-FNPV-SSK9 - L0117982L - CI000001394715","Cisco N56-FNPV-SSK9","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"N1K-VLCPU-96-ESSTL - L0117982L - CI000001394716","Cisco N1K-VLCPU-96-ESSTL","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FOX1851PCKA - N6K-C6001-FAN-F - L0117982L - CI000001394724","Cisco N6K-C6001-FAN-F","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S05Y00050339E89F45 - UCS-MR-1X162RU-A - L0117982L - CI000001394398","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S06W00050339E9A2C5 - UCS-MR-1X162RU-A - L0117982L - CI000001394610","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"2W440065A0948 - UCS-CPU-E52660D - L0117982L - CI000001394502","Cisco UCS-CPU-E52660D","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"UCSB-HS-EP-M4-R - L0117982L - CI000001394372","Cisco UCSB-HS-EP-M4-R","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S04900050339E926CF - UCS-MR-1X162RU-A - L0117982L - CI000001394335","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6DF4D - UCS-MR-1X162RU-A - L0117982L - CI000001394459","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S04900050339E926D3 - UCS-MR-1X162RU-A - L0117982L - CI000001394336","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6E0CA - UCS-MR-1X162RU-A - L0117982L - CI000001394325","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FLY184502GZ - UCSC-PCIE-ITG - L0117982L - CI000001394593","Cisco UCSC-PCIE-ITG","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"DTM185105GH - UCSB-PSU-2500ACDV - L0117982L - CI000001394370","Cisco UCSB-PSU-2500ACDV","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6DC18 - UCS-MR-1X162RU-A - L0117982L - CI000001394318","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6DBEC - UCS-MR-1X162RU-A - L0117982L - CI000001394315","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RS00050239E6E5DD - UCS-MR-1X162RU-A - L0117982L - CI000001394427","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"N3064T-32T-LIC - L0117982L - CI000001394733","Cisco N3064T-32T-LIC","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"JUR18440GM8 - SFP-10G-SR - L0117982L - CI000001394017","Cisco SFP-10G-SR","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"AVD1850BJET - DS-SFP-FC8G-SW - L0117982L - CI000001394004","Cisco DS-SFP-FC8G-SW","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"ART1846115A - UCS-PSU-6248UP-AC - L0117982L - CI000001394528","Cisco UCS-PSU-6248UP-AC","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6DB69 - UCS-MR-1X162RU-A - L0117982L - CI000001394352","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"JUR18440L9D - SFP-10G-SR - L0117982L - CI000001394019","Cisco SFP-10G-SR","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"N5672-72P-SSK9 - L0117982L - CI000001394711","Cisco N5672-72P-SSK9","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6DB65 - UCS-MR-1X162RU-A - L0117982L - CI000001394350","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"2W440065A0208 - UCS-CPU-E52660D - L0117982L - CI000001394498","Cisco UCS-CPU-E52660D","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S05Y00050339E8A1C2 - UCS-MR-1X162RU-A - L0117982L - CI000001394405","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FOC19020LAS - UCS-FI-DL2 - L0117982L - CI000001394030","Cisco UCS-FI-DL2","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"N6KUK9-705N1.1 - L0117982L - CI000001394721","Cisco N6KUK9-705N1.1","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"N5672-SBUN-P1 - L0117982L - CI000001394638","Cisco N5672-SBUN-P1","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6DFF6 - UCS-MR-1X162RU-A - L0117982L - CI000001394462","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RS00050239E6DA63 - UCS-MR-1X162RU-A - L0117982L - CI000001394424","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0K3MCGA - A03-D300GA2 - L0117982L - CI000001394605","Cisco A03-D300GA2","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0K3MCDL - A03-D300GA2 - L0117982L - CI000001394604","Cisco A03-D300GA2","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"2W440065A0898 - UCS-CPU-E52660D - L0117982L - CI000001394583","Cisco UCS-CPU-E52660D","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6DADC - UCS-MR-1X162RU-A - L0117982L - CI000001394454","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FCH18527CXL - UCSB-MLOM-40G-03 - L0117982L - CI000001394367","Cisco UCSB-MLOM-40G-03","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6DC34 - UCS-MR-1X162RU-A - L0117982L - CI000001394320","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FCH1902791J - UCSB-B200-M4 - L0117982L - CI000001394471","Cisco UCSB-B200-M4","","","","","","","Deloitte Ltd","177.94","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"2L440038A0662 - UCS-CPU-E52660D - L0117982L - CI000001394495","Cisco UCS-CPU-E52660D","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"N56-VMFEX9 - L0117982L - CI000001394642","Cisco N56-VMFEX9","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"SFP-H10GB-CU1-5M - L0117982L - CI000001394650","Cisco SFP-H10GB-CU1-5M","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"MOC1852A0GH - SFP-H10GB-CU3M - L0117982L - CI000001394522","Cisco SFP-H10GB-CU3M","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6DB91 - UCS-MR-1X162RU-A - L0117982L - CI000001394355","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S05Y00050339E89D01 - UCS-MR-1X162RU-A - L0117982L - CI000001394441","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"SFP-H10GB-CU1-5M - L0117982L - CI000001394719","Cisco SFP-H10GB-CU1-5M","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"SFP-H10GB-CU1-5M - L0117982L - CI000001394717","Cisco SFP-H10GB-CU1-5M","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"MOC1852A0GK - SFP-H10GB-CU3M - L0117982L - CI000001394027","Cisco SFP-H10GB-CU3M","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"SFP-H10GB-CU1-5M - L0117982L - CI000001394718","Cisco SFP-H10GB-CU1-5M","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"DTM18510588 - UCSB-PSU-2500ACDV - L0117982L - CI000001394478","Cisco UCSB-PSU-2500ACDV","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RS00050239E6E97D - UCS-MR-1X162RU-A - L0117982L - CI000001394433","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"5511J4D7E7C - DCNM-LAN-N5K-K9 - L0117982L - CI000001394709","Cisco DCNM-LAN-N5K-K9","","","","","","","Deloitte Ltd","61.91","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S04900050339E926B0 - UCS-MR-1X162RU-A - L0117982L - CI000001394334","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6DBBD - UCS-MR-1X162RU-A - L0117982L - CI000001394314","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6E388 - UCS-MR-1X162RU-A - L0117982L - CI000001394359","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"JUR18411DHV - SFP-10G-SR - L0117982L - CI000001394511","Cisco SFP-10G-SR","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"JUR18411GEH - SFP-10G-SR - L0117982L - CI000001394512","Cisco SFP-10G-SR","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FCH190279EF - UCSB-B200-M4 - L0117982L - CI000001394473","Cisco UCSB-B200-M4","","","","","","","Deloitte Ltd","177.94","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"AVD1850BJVA - DS-SFP-FC8G-SW - L0117982L - CI000001394535","Cisco DS-SFP-FC8G-SW","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"MOC174006SF - SFP-H10GB-CU1M - L0117982L - CI000001394634","Cisco SFP-H10GB-CU1M","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FOC1848R0AJ - N3K-C3064TQ-32T - L0117982L - CI000001394732","Cisco N3K-C3064TQ-32T","","","","","","","Deloitte Ltd","604.12","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FCH190179VC - UCS-IOM-2204XP - L0117982L - CI000001394503","Cisco UCS-IOM-2204XP","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FCH1902791Z - UCSB-B200-M4 - L0117982L - CI000001394360","Cisco UCSB-B200-M4","","","","","","","Deloitte Ltd","177.94","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FOX1850XK6W - N20-FAN5 - L0117982L - CI000001394381","Cisco N20-FAN5","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
